text,difficulty,user_answer,correct_answer
"In glycolysis, which step is the first commitment step and is considered one of the major regulatory points?",0.50,"Fructose-6-phosphate to fructose-1,6-bisphosphate","Fructose-6-phosphate to fructose-1,6-bisphosphate"
Which amino acid has a side chain that can form a disulfide bond?,0.30,Serine,Cysteine
"In glycolysis, which step is the first commitment step and is considered one of the major regulatory points?",0.50,"Fructose-6-phosphate to fructose-1,6-bisphosphate","Fructose-6-phosphate to fructose-1,6-bisphosphate"
"In the Krebs cycle, which step is catalyzed by the enzyme succinate dehydrogenase?",0.50,Conversion of α-ketoglutarate to succinyl-CoA,Conversion of succinate to fumarate
Which type of interaction is not typically involved in the binding of a substrate to an enzyme's active site?,0.40,Ionic bonds,Covalent bonds
Which type of interaction is not typically involved in the binding of a substrate to an enzyme's active site?,0.40,Ionic bonds,Covalent bonds
Which of the following best describes an enzyme's function?,0.20,Changes the equilibrium position of a reaction,Decreases the activation energy of a reaction
Which of the following best describes an enzyme's function?,0.20,Changes the equilibrium position of a reaction,Decreases the activation energy of a reaction
What is the monomer unit of proteins?,0.20,Amino acid,Amino acid
"In the Krebs cycle, which step is catalyzed by the enzyme succinate dehydrogenase?",0.50,Conversion of α-ketoglutarate to succinyl-CoA,Conversion of succinate to fumarate
"In the Krebs cycle, which step is catalyzed by the enzyme succinate dehydrogenase?",0.50,Conversion of α-ketoglutarate to succinyl-CoA,Conversion of succinate to fumarate
Lipids are diverse in structure and function. Which of the following is not a typical function of lipids?,0.50,Energy storage,Catalyzing metabolic reactions
Which type of interaction is primarily responsible for the secondary structure of a protein?,0.40,Peptide bonds between amino acids,Hydrogen bonds between peptide backbone atoms
What is the monomer unit of proteins?,0.20,Amino acid,Amino acid
Which type of interaction is primarily responsible for the secondary structure of a protein?,0.40,Peptide bonds between amino acids,Hydrogen bonds between peptide backbone atoms
Nucleic acids are composed of monomeric units known as:,0.20,Fatty acids,Nucleotides
Which enzyme is responsible for the substrate-level phosphorylation step in glycolysis that generates ATP?,0.60,Enolase,Phosphoglycerate kinase
Which enzyme is responsible for the substrate-level phosphorylation step in glycolysis that generates ATP?,0.60,Enolase,Phosphoglycerate kinase
Which enzyme is responsible for the substrate-level phosphorylation step in glycolysis that generates ATP?,0.60,Phosphoglycerate kinase,Phosphoglycerate kinase
Nucleic acids are composed of monomeric units known as:,0.20,Fatty acids,Nucleotides
"During glycolysis, the conversion of glucose-6-phosphate to fructose-6-phosphate is catalyzed by which enzyme?",0.40,Phosphofructokinase,Phosphoglucose isomerase
Lipids are diverse in structure and function. Which of the following is not a typical function of lipids?,0.50,Energy storage,Catalyzing metabolic reactions
"During glycolysis, the conversion of glucose-6-phosphate to fructose-6-phosphate is catalyzed by which enzyme?",0.40,Phosphofructokinase,Phosphoglucose isomerase
"In the Michaelis-Menten model, what does the Km value represent?",0.50,The substrate concentration when the reaction rate is half its maximum,The substrate concentration when the reaction rate is half its maximum
Lipids are diverse in structure and function. Which of the following is not a typical function of lipids?,0.50,Catalyzing metabolic reactions,Catalyzing metabolic reactions
"In the Michaelis-Menten model, what does the Km value represent?",0.50,The substrate concentration when the reaction rate is half its maximum,The substrate concentration when the reaction rate is half its maximum
Lipids are diverse in structure and function. Which of the following is not a typical function of lipids?,0.50,Catalyzing metabolic reactions,Catalyzing metabolic reactions
"During glycolysis, the conversion of glucose-6-phosphate to fructose-6-phosphate is catalyzed by which enzyme?",0.40,Phosphoglucose isomerase,Phosphoglucose isomerase
Which type of interaction is primarily responsible for the secondary structure of a protein?,0.40,"1 CO2, 4 NADH, 1 FADH2, 1 ATP",Hydrogen bonds between peptide backbone atoms
Which enzyme catalyzes the formation of citrate from acetyl-CoA and oxaloacetate in the Krebs cycle?,0.30,Citrate synthase,Citrate synthase
Which type of interaction is primarily responsible for the secondary structure of a protein?,0.40,"1 CO2, 4 NADH, 1 FADH2, 1 ATP",Hydrogen bonds between peptide backbone atoms
Lipids are diverse in structure and function. Which of the following is not a typical function of lipids?,0.50,Signal transduction,Catalyzing metabolic reactions
Lipids are diverse in structure and function. Which of the following is not a typical function of lipids?,0.50,Signal transduction,Catalyzing metabolic reactions
Which enzyme catalyzes the formation of citrate from acetyl-CoA and oxaloacetate in the Krebs cycle?,0.30,Citrate synthase,Citrate synthase
Which type of interaction is not typically involved in the binding of a substrate to an enzyme's active site?,0.40,Hydrogen bonds,Covalent bonds
What are the direct products of a single turn of the Krebs cycle starting with acetyl-CoA?,0.40,"2 CO2, 1 NADH, 1 FADH2, 1 GTP","2 CO2, 3 NADH, 1 FADH2, 1 GTP"
Which type of interaction is not typically involved in the binding of a substrate to an enzyme's active site?,0.40,Hydrogen bonds,Covalent bonds
What is the repeating unit of a polysaccharide?,0.30,Monosaccharide,Monosaccharide
What is the repeating unit of a polysaccharide?,0.30,Monosaccharide,Monosaccharide
What are the direct products of a single turn of the Krebs cycle starting with acetyl-CoA?,0.40,"2 CO2, 1 NADH, 1 FADH2, 1 GTP","2 CO2, 3 NADH, 1 FADH2, 1 GTP"
Which compound in the Krebs cycle is a six-carbon molecule that is first to be oxidized releasing CO2?,0.40,Isocitrate,Isocitrate
Which compound in the Krebs cycle is a six-carbon molecule that is first to be oxidized releasing CO2?,0.40,Isocitrate,Isocitrate
"In the Michaelis-Menten model, what does the Km value represent?",0.50,The substrate concentration when the reaction rate is half its maximum,The substrate concentration when the reaction rate is half its maximum
"In the Michaelis-Menten model, what does the Km value represent?",0.50,The substrate concentration when the reaction rate is half its maximum,The substrate concentration when the reaction rate is half its maximum
What is the primary role of enzymes in biochemical reactions?,-1.00,To lower the activation energy of reactions.,To lower the activation energy of reactions.
What is the repeating unit of a polysaccharide?,0.30,Monosaccharide,Monosaccharide
Which type of interaction is primarily responsible for the secondary structure of a protein?,0.40,Hydrogen bonds between peptide backbone atoms,Hydrogen bonds between peptide backbone atoms
What is the monomer unit of proteins?,0.20,Amino acid,Amino acid
Which enzyme class catalyzes the rearrangement of atoms within a molecule?,-0.50,Isomerases,Isomerases
Which type of interaction is primarily responsible for the secondary structure of a protein?,0.40,Hydrogen bonds between peptide backbone atoms,Hydrogen bonds between peptide backbone atoms
Which enzyme is responsible for the breakdown of hydrogen peroxide into water and oxygen?,0.50,Catalase,Catalase
What is the main function of ligases in biochemical reactions?,0.00,To join two molecules together using ATP.,To join two molecules together using ATP.
Which of the following best describes an enzyme's function?,0.20,Increases the activation energy of a reaction,Decreases the activation energy of a reaction
Which of the following best describes an enzyme's function?,0.20,Increases the activation energy of a reaction,Decreases the activation energy of a reaction
Which compound in the Krebs cycle is a six-carbon molecule that is first to be oxidized releasing CO2?,0.40,Isocitrate,Isocitrate
Which compound in the Krebs cycle is a six-carbon molecule that is first to be oxidized releasing CO2?,0.40,Isocitrate,Isocitrate
What is the net gain of ATP molecules during glycolysis from one molecule of glucose?,0.30,4 ATP,2 ATP
What is the net gain of ATP molecules during glycolysis from one molecule of glucose?,0.30,4 ATP,2 ATP
What are the direct products of a single turn of the Krebs cycle starting with acetyl-CoA?,0.40,"2 CO2, 1 NADH, 1 FADH2, 1 GTP","2 CO2, 3 NADH, 1 FADH2, 1 GTP"
Nucleic acids are composed of monomeric units known as:,0.20,Monosaccharides,Nucleotides
Which process describes the oxidative breakdown of fatty acids to generate acetyl-CoA?,0.30,Ketogenesis,Beta-oxidation
"In the Krebs cycle, which step is catalyzed by the enzyme succinate dehydrogenase?",0.50,Conversion of fumarate to malate,Conversion of succinate to fumarate
Lipids are diverse in structure and function. Which of the following is not a typical function of lipids?,0.50,Signal transduction,Catalyzing metabolic reactions
"In glycolysis, which step is the first commitment step and is considered one of the major regulatory points?",0.50,"Fructose-6-phosphate to fructose-1,6-bisphosphate","Fructose-6-phosphate to fructose-1,6-bisphosphate"
Which molecule is the end product of glycolysis that proceeds to the Krebs cycle under aerobic conditions?,0.20,Lactate,Pyruvate
Which compound in the Krebs cycle is a six-carbon molecule that is first to be oxidized releasing CO2?,0.40,Isocitrate,Isocitrate
Which of the following is not a feature of the Krebs cycle?,0.30,Directly uses oxygen in its reactions,Directly uses oxygen in its reactions
Which of the following is not a feature of the Krebs cycle?,0.30,Directly uses oxygen in its reactions,Directly uses oxygen in its reactions
"In the Michaelis-Menten model, what does the Km value represent?",0.50,The substrate concentration when the reaction rate is half its maximum,The substrate concentration when the reaction rate is half its maximum
"In glycolysis, which step is the first commitment step and is considered one of the major regulatory points?",0.50,"Fructose-6-phosphate to fructose-1,6-bisphosphate","Fructose-6-phosphate to fructose-1,6-bisphosphate"
Which compound in the Krebs cycle is a six-carbon molecule that is first to be oxidized releasing CO2?,0.40,Isocitrate,Isocitrate
Which amino acid has a side chain that can form a disulfide bond?,0.30,Cysteine,Cysteine
What is the net gain of ATP molecules during glycolysis from one molecule of glucose?,0.30,2 ATP,2 ATP
Which compound in the Krebs cycle is a six-carbon molecule that is first to be oxidized releasing CO2?,0.40,Succinate,Isocitrate
Which type of interaction is primarily responsible for the secondary structure of a protein?,0.40,Hydrogen bonds between amino acid side chains,Hydrogen bonds between peptide backbone atoms
Which compound in the Krebs cycle is a six-carbon molecule that is first to be oxidized releasing CO2?,0.40,Isocitrate,Isocitrate
"In glycolysis, which step is the first commitment step and is considered one of the major regulatory points?",0.50,"Fructose-6-phosphate to fructose-1,6-bisphosphate","Fructose-6-phosphate to fructose-1,6-bisphosphate"
Which enzyme is responsible for the substrate-level phosphorylation step in glycolysis that generates ATP?,0.60,Phosphoglycerate kinase,Phosphoglycerate kinase
Which compound in the Krebs cycle is a six-carbon molecule that is first to be oxidized releasing CO2?,0.40,Succinate,Isocitrate
What is the monomer unit of proteins?,0.20,Amino acid,Amino acid
What is the net gain of ATP molecules during glycolysis from one molecule of glucose?,0.30,2 ATP,2 ATP
"In glycolysis, which step is the first commitment step and is considered one of the major regulatory points?",0.50,"Fructose-6-phosphate to fructose-1,6-bisphosphate","Fructose-6-phosphate to fructose-1,6-bisphosphate"
"In glycolysis, which step is the first commitment step and is considered one of the major regulatory points?",0.50,"Fructose-6-phosphate to fructose-1,6-bisphosphate","Fructose-6-phosphate to fructose-1,6-bisphosphate"
Which molecule is the end product of glycolysis that proceeds to the Krebs cycle under aerobic conditions?,0.20,Lactate,Pyruvate
What is the repeating unit of a polysaccharide?,0.30,Nucleotide,Monosaccharide
Which of the following best describes an enzyme's function?,0.20,Decreases the activation energy of a reaction,Decreases the activation energy of a reaction
Lipids are diverse in structure and function. Which of the following is not a typical function of lipids?,0.50,Catalyzing metabolic reactions,Catalyzing metabolic reactions
Which of the following best describes an enzyme's function?,0.20,Decreases the activation energy of a reaction,Decreases the activation energy of a reaction
What are the direct products of a single turn of the Krebs cycle starting with acetyl-CoA?,0.40,"2 CO2, 1 NADH, 1 FADH2, 1 GTP","2 CO2, 3 NADH, 1 FADH2, 1 GTP"
Which of the following best describes an enzyme's function?,0.20,Changes the equilibrium position of a reaction,Decreases the activation energy of a reaction
Which of the following best describes an enzyme's function?,0.20,Changes the equilibrium position of a reaction,Decreases the activation energy of a reaction
What is the monomer unit of proteins?,0.20,Monosaccharide,Amino acid
"In the Krebs cycle, which step is catalyzed by the enzyme succinate dehydrogenase?",0.50,Conversion of succinate to fumarate,Conversion of succinate to fumarate
What is the monomer unit of proteins?,0.20,Monosaccharide,Amino acid
What is the monomer unit of proteins?,0.20,Amino acid,Amino acid
Which molecule is the end product of glycolysis that proceeds to the Krebs cycle under aerobic conditions?,0.20,Pyruvate,Pyruvate
What is the monomer unit of proteins?,0.20,Amino acid,Amino acid
Which type of interaction is not typically involved in the binding of a substrate to an enzyme's active site?,0.40,Covalent bonds,Covalent bonds
What is the monomer unit of proteins?,0.20,Amino acid,Amino acid
What is the monomer unit of proteins?,0.20,Amino acid,Amino acid
Which enzyme catalyzes the formation of citrate from acetyl-CoA and oxaloacetate in the Krebs cycle?,0.30,Isocitrate dehydrogenase,Citrate synthase
Which of the following is not a feature of the Krebs cycle?,0.30,Directly uses oxygen in its reactions,Directly uses oxygen in its reactions
Which compound in the Krebs cycle is a six-carbon molecule that is first to be oxidized releasing CO2?,0.40,Isocitrate,Isocitrate
Which of the following is not a feature of the Krebs cycle?,0.30,Directly uses oxygen in its reactions,Directly uses oxygen in its reactions
Which of the following is not a feature of the Krebs cycle?,0.30,Directly uses oxygen in its reactions,Directly uses oxygen in its reactions
Which of the following is not a feature of the Krebs cycle?,0.30,Directly uses oxygen in its reactions,Directly uses oxygen in its reactions
"In the Michaelis-Menten model, what does the Km value represent?",0.50,The maximum rate of the reaction,The substrate concentration when the reaction rate is half its maximum
"In glycolysis, which step is the first commitment step and is considered one of the major regulatory points?",0.50,"Fructose-6-phosphate to fructose-1,6-bisphosphate","Fructose-6-phosphate to fructose-1,6-bisphosphate"
Which enzyme catalyzes the formation of citrate from acetyl-CoA and oxaloacetate in the Krebs cycle?,0.30,Isocitrate dehydrogenase,Citrate synthase
"In glycolysis, which step is the first commitment step and is considered one of the major regulatory points?",0.50,"Fructose-6-phosphate to fructose-1,6-bisphosphate","Fructose-6-phosphate to fructose-1,6-bisphosphate"
"In glycolysis, which step is the first commitment step and is considered one of the major regulatory points?",0.50,"Fructose-6-phosphate to fructose-1,6-bisphosphate","Fructose-6-phosphate to fructose-1,6-bisphosphate"
"In glycolysis, which step is the first commitment step and is considered one of the major regulatory points?",0.50,Phosphoenolpyruvate to pyruvate,"Fructose-6-phosphate to fructose-1,6-bisphosphate"
"In the Michaelis-Menten model, what does the Km value represent?",0.50,The substrate concentration when the reaction rate is half its maximum,The substrate concentration when the reaction rate is half its maximum
"In glycolysis, which step is the first commitment step and is considered one of the major regulatory points?",0.50,Phosphoenolpyruvate to pyruvate,"Fructose-6-phosphate to fructose-1,6-bisphosphate"
"In glycolysis, which step is the first commitment step and is considered one of the major regulatory points?",0.50,Phosphoenolpyruvate to pyruvate,"Fructose-6-phosphate to fructose-1,6-bisphosphate"
"In the Michaelis-Menten model, what does the Km value represent?",0.50,The enzyme concentration when the reaction rate is half its maximum,The substrate concentration when the reaction rate is half its maximum
"In the Michaelis-Menten model, what does the Km value represent?",0.50,The substrate concentration when the reaction rate is half its maximum,The substrate concentration when the reaction rate is half its maximum
"In the Michaelis-Menten model, what does the Km value represent?",0.50,The maximum rate of the reaction,The substrate concentration when the reaction rate is half its maximum
"In the Michaelis-Menten model, what does the Km value represent?",0.50,The substrate concentration when the reaction rate is half its maximum,The substrate concentration when the reaction rate is half its maximum
"In the Michaelis-Menten model, what does the Km value represent?",0.50,The substrate concentration when the reaction rate is half its maximum,The substrate concentration when the reaction rate is half its maximum
What is the monomer unit of proteins?,0.20,Amino acid,Amino acid
"In glycolysis, which step is the first commitment step and is considered one of the major regulatory points?",0.50,"Fructose-6-phosphate to fructose-1,6-bisphosphate","Fructose-6-phosphate to fructose-1,6-bisphosphate"
What is the net gain of ATP molecules during glycolysis from one molecule of glucose?,0.30,2 ATP,2 ATP
Which molecule is the end product of glycolysis that proceeds to the Krebs cycle under aerobic conditions?,0.20,Pyruvate,Pyruvate
What is the net gain of ATP molecules during glycolysis from one molecule of glucose?,0.30,2 ATP,2 ATP
Nucleic acids are composed of monomeric units known as:,0.20,Monosaccharides,Nucleotides
Which of the following best describes an enzyme's function?,0.20,Changes the equilibrium position of a reaction,Decreases the activation energy of a reaction
Which molecule is the end product of glycolysis that proceeds to the Krebs cycle under aerobic conditions?,0.20,Pyruvate,Pyruvate
Nucleic acids are composed of monomeric units known as:,0.20,Monosaccharides,Nucleotides
Which compound in the Krebs cycle is a six-carbon molecule that is first to be oxidized releasing CO2?,0.40,Isocitrate,Isocitrate
What is the monomer unit of proteins?,0.20,Amino acid,Amino acid
"In glycolysis, which step is the first commitment step and is considered one of the major regulatory points?",0.50,"Fructose-6-phosphate to fructose-1,6-bisphosphate","Fructose-6-phosphate to fructose-1,6-bisphosphate"
Which type of interaction is not typically involved in the binding of a substrate to an enzyme's active site?,0.40,Covalent bonds,Covalent bonds
Lipids are diverse in structure and function. Which of the following is not a typical function of lipids?,0.50,Signal transduction,Catalyzing metabolic reactions
What is the monomer unit of proteins?,0.20,Amino acid,Amino acid
Which process describes the oxidative breakdown of fatty acids to generate acetyl-CoA?,0.30,Ketogenesis,Beta-oxidation
Which enzyme is responsible for the substrate-level phosphorylation step in glycolysis that generates ATP?,0.60,Pyruvate kinase,Phosphoglycerate kinase
What is the monomer unit of proteins?,0.20,Amino acid,Amino acid
What is the monomer unit of proteins?,0.20,Amino acid,Amino acid
Which of the following is not a feature of the Krebs cycle?,0.30,Produces NADH and FADH2,Directly uses oxygen in its reactions
What is the monomer unit of proteins?,0.20,Amino acid,Amino acid
What are the direct products of a single turn of the Krebs cycle starting with acetyl-CoA?,0.40,"2 CO2, 1 NADH, 1 FADH2, 1 GTP","2 CO2, 3 NADH, 1 FADH2, 1 GTP"
"In the Michaelis-Menten model, what does the Km value represent?",0.50,The maximum rate of the reaction,The substrate concentration when the reaction rate is half its maximum
Which enzyme is responsible for the substrate-level phosphorylation step in glycolysis that generates ATP?,0.60,Pyruvate kinase,Phosphoglycerate kinase
Which type of interaction is primarily responsible for the secondary structure of a protein?,0.40,Peptide bonds between amino acids,Hydrogen bonds between peptide backbone atoms
Which type of interaction is primarily responsible for the secondary structure of a protein?,0.40,Peptide bonds between amino acids,Hydrogen bonds between peptide backbone atoms
"In glycolysis, which step is the first commitment step and is considered one of the major regulatory points?",0.50,Glucose to glucose-6-phosphate,"Fructose-6-phosphate to fructose-1,6-bisphosphate"
Nucleic acids are composed of monomeric units known as:,0.20,Nucleotides,Nucleotides
Which enzyme is responsible for the substrate-level phosphorylation step in glycolysis that generates ATP?,0.60,Pyruvate kinase,Phosphoglycerate kinase
Nucleic acids are composed of monomeric units known as:,0.20,Nucleotides,Nucleotides
"In glycolysis, which step is the first commitment step and is considered one of the major regulatory points?",0.50,"Fructose-6-phosphate to fructose-1,6-bisphosphate","Fructose-6-phosphate to fructose-1,6-bisphosphate"
Which compound in the Krebs cycle is a six-carbon molecule that is first to be oxidized releasing CO2?,0.40,Isocitrate,Isocitrate
Which enzyme catalyzes the formation of citrate from acetyl-CoA and oxaloacetate in the Krebs cycle?,0.30,Citrate synthase,Citrate synthase
Which compound in the Krebs cycle is a six-carbon molecule that is first to be oxidized releasing CO2?,0.40,Isocitrate,Isocitrate
Which of the following is not a feature of the Krebs cycle?,0.30,Directly uses oxygen in its reactions,Directly uses oxygen in its reactions
Which molecule is the end product of glycolysis that proceeds to the Krebs cycle under aerobic conditions?,0.20,Pyruvate,Pyruvate
Which molecule is the end product of glycolysis that proceeds to the Krebs cycle under aerobic conditions?,0.20,Lactate,Pyruvate
What is the monomer unit of proteins?,0.20,Amino acid,Amino acid
What are the direct products of a single turn of the Krebs cycle starting with acetyl-CoA?,0.40,"3 CO2, 2 NADH, 1 FADH2, 1 ATP","2 CO2, 3 NADH, 1 FADH2, 1 GTP"
Which process describes the oxidative breakdown of fatty acids to generate acetyl-CoA?,0.30,Beta-oxidation,Beta-oxidation
Which enzyme catalyzes the formation of citrate from acetyl-CoA and oxaloacetate in the Krebs cycle?,0.30,Citrate synthase,Citrate synthase
Which molecule is the end product of glycolysis that proceeds to the Krebs cycle under aerobic conditions?,0.20,Lactate,Pyruvate
Which compound in the Krebs cycle is a six-carbon molecule that is first to be oxidized releasing CO2?,0.40,Isocitrate,Isocitrate
Which enzyme catalyzes the formation of citrate from acetyl-CoA and oxaloacetate in the Krebs cycle?,0.30,Isocitrate dehydrogenase,Citrate synthase
Which enzyme catalyzes the formation of citrate from acetyl-CoA and oxaloacetate in the Krebs cycle?,0.30,Citrate synthase,Citrate synthase
Which enzyme catalyzes the formation of citrate from acetyl-CoA and oxaloacetate in the Krebs cycle?,0.30,α-Ketoglutarate dehydrogenase,Citrate synthase
Which enzyme catalyzes the formation of citrate from acetyl-CoA and oxaloacetate in the Krebs cycle?,0.30,α-Ketoglutarate dehydrogenase,Citrate synthase
"In glycolysis, which step is the first commitment step and is considered one of the major regulatory points?",0.50,"Fructose-6-phosphate to fructose-1,6-bisphosphate","Fructose-6-phosphate to fructose-1,6-bisphosphate"
Which type of interaction is primarily responsible for the secondary structure of a protein?,0.40,Peptide bonds between amino acids,Hydrogen bonds between peptide backbone atoms
Which enzyme catalyzes the formation of citrate from acetyl-CoA and oxaloacetate in the Krebs cycle?,0.30,Citrate synthase,Citrate synthase
Which amino acid has a side chain that can form a disulfide bond?,0.30,Cysteine,Cysteine
Which enzyme is responsible for the substrate-level phosphorylation step in glycolysis that generates ATP?,0.60,Pyruvate kinase,Phosphoglycerate kinase
Which process describes the oxidative breakdown of fatty acids to generate acetyl-CoA?,0.30,Beta-oxidation,Beta-oxidation
What are the direct products of a single turn of the Krebs cycle starting with acetyl-CoA?,0.40,"2 CO2, 1 NADH, 1 FADH2, 1 GTP","2 CO2, 3 NADH, 1 FADH2, 1 GTP"
"In the Michaelis-Menten model, what does the Km value represent?",0.50,The substrate concentration when the reaction rate is half its maximum,The substrate concentration when the reaction rate is half its maximum
What is the monomer unit of proteins?,0.20,Fatty acid,Amino acid
What is the monomer unit of proteins?,0.20,Amino acid,Amino acid
"In glycolysis, which step is the first commitment step and is considered one of the major regulatory points?",0.50,"Fructose-6-phosphate to fructose-1,6-bisphosphate","Fructose-6-phosphate to fructose-1,6-bisphosphate"
"In the Michaelis-Menten model, what does the Km value represent?",0.50,The substrate concentration when the reaction rate is half its maximum,The substrate concentration when the reaction rate is half its maximum
"In glycolysis, which step is the first commitment step and is considered one of the major regulatory points?",0.50,"Fructose-6-phosphate to fructose-1,6-bisphosphate","Fructose-6-phosphate to fructose-1,6-bisphosphate"
What are the direct products of a single turn of the Krebs cycle starting with acetyl-CoA?,0.40,"1 CO2, 4 NADH, 1 FADH2, 1 ATP","2 CO2, 3 NADH, 1 FADH2, 1 GTP"
Which process describes the oxidative breakdown of fatty acids to generate acetyl-CoA?,0.30,Glycolysis,Beta-oxidation
What are the direct products of a single turn of the Krebs cycle starting with acetyl-CoA?,0.40,"1 CO2, 4 NADH, 1 FADH2, 1 ATP","2 CO2, 3 NADH, 1 FADH2, 1 GTP"
"In the Michaelis-Menten model, what does the Km value represent?",0.50,The time it takes for the reaction rate to reach half its maximum,The substrate concentration when the reaction rate is half its maximum
Which amino acid has a side chain that can form a disulfide bond?,0.30,Serine,Cysteine
Which amino acid has a side chain that can form a disulfide bond?,0.30,Serine,Cysteine
Lipids are diverse in structure and function. Which of the following is not a typical function of lipids?,0.50,Catalyzing metabolic reactions,Catalyzing metabolic reactions
Which type of interaction is primarily responsible for the secondary structure of a protein?,0.40,Hydrogen bonds between amino acid side chains,Hydrogen bonds between peptide backbone atoms
"In the Michaelis-Menten model, what does the Km value represent?",0.50,The time it takes for the reaction rate to reach half its maximum,The substrate concentration when the reaction rate is half its maximum
Which type of interaction is primarily responsible for the secondary structure of a protein?,0.40,Hydrogen bonds between amino acid side chains,Hydrogen bonds between peptide backbone atoms
"In the Michaelis-Menten model, what does the Km value represent?",0.50,The substrate concentration when the reaction rate is half its maximum,The substrate concentration when the reaction rate is half its maximum
Lipids are diverse in structure and function. Which of the following is not a typical function of lipids?,0.50,Catalyzing metabolic reactions,Catalyzing metabolic reactions
"In the Michaelis-Menten model, what does the Km value represent?",0.50,The substrate concentration when the reaction rate is half its maximum,The substrate concentration when the reaction rate is half its maximum
"In the Michaelis-Menten model, what does the Km value represent?",0.50,The enzyme concentration when the reaction rate is half its maximum,The substrate concentration when the reaction rate is half its maximum
"In the Michaelis-Menten model, what does the Km value represent?",0.50,The enzyme concentration when the reaction rate is half its maximum,The substrate concentration when the reaction rate is half its maximum
Which of the following is not a feature of the Krebs cycle?,0.30,Directly uses oxygen in its reactions,Directly uses oxygen in its reactions
Which enzyme is responsible for the substrate-level phosphorylation step in glycolysis that generates ATP?,0.60,Pyruvate kinase,Phosphoglycerate kinase
Which enzyme is responsible for the substrate-level phosphorylation step in glycolysis that generates ATP?,0.60,Pyruvate kinase,Phosphoglycerate kinase
Which process describes the oxidative breakdown of fatty acids to generate acetyl-CoA?,0.30,Glycolysis,Beta-oxidation
"In glycolysis, which step is the first commitment step and is considered one of the major regulatory points?",0.50,"Fructose-6-phosphate to fructose-1,6-bisphosphate","Fructose-6-phosphate to fructose-1,6-bisphosphate"
Which of the following is not a feature of the Krebs cycle?,0.30,Directly uses oxygen in its reactions,Directly uses oxygen in its reactions
Which process describes the oxidative breakdown of fatty acids to generate acetyl-CoA?,0.30,Beta-oxidation,Beta-oxidation
Nucleic acids are composed of monomeric units known as:,0.20,Nucleotides,Nucleotides
Which process describes the oxidative breakdown of fatty acids to generate acetyl-CoA?,0.30,Beta-oxidation,Beta-oxidation
Which enzyme catalyzes the formation of citrate from acetyl-CoA and oxaloacetate in the Krebs cycle?,0.30,Citrate synthase,Citrate synthase
Which enzyme is responsible for the substrate-level phosphorylation step in glycolysis that generates ATP?,0.60,Pyruvate kinase,Phosphoglycerate kinase
Which enzyme is responsible for the substrate-level phosphorylation step in glycolysis that generates ATP?,0.60,Pyruvate kinase,Phosphoglycerate kinase
What is the repeating unit of a polysaccharide?,0.30,Monosaccharide,Monosaccharide
"In glycolysis, which step is the first commitment step and is considered one of the major regulatory points?",0.50,Glucose to glucose-6-phosphate,"Fructose-6-phosphate to fructose-1,6-bisphosphate"
Which enzyme catalyzes the formation of citrate from acetyl-CoA and oxaloacetate in the Krebs cycle?,0.30,Citrate synthase,Citrate synthase
What are the direct products of a single turn of the Krebs cycle starting with acetyl-CoA?,0.40,"2 CO2, 3 NADH, 1 FADH2, 1 GTP","2 CO2, 3 NADH, 1 FADH2, 1 GTP"
"In glycolysis, which step is the first commitment step and is considered one of the major regulatory points?",0.50,"Fructose-6-phosphate to fructose-1,6-bisphosphate","Fructose-6-phosphate to fructose-1,6-bisphosphate"
Which type of interaction is primarily responsible for the secondary structure of a protein?,0.40,Hydrogen bonds between peptide backbone atoms,Hydrogen bonds between peptide backbone atoms
"In glycolysis, which step is the first commitment step and is considered one of the major regulatory points?",0.50,"Fructose-6-phosphate to fructose-1,6-bisphosphate","Fructose-6-phosphate to fructose-1,6-bisphosphate"
Which enzyme is responsible for the substrate-level phosphorylation step in glycolysis that generates ATP?,0.60,Phosphoglycerate kinase,Phosphoglycerate kinase
What are the direct products of a single turn of the Krebs cycle starting with acetyl-CoA?,0.40,"2 CO2, 3 NADH, 1 FADH2, 1 GTP","2 CO2, 3 NADH, 1 FADH2, 1 GTP"
Lipids are diverse in structure and function. Which of the following is not a typical function of lipids?,0.50,Catalyzing metabolic reactions,Catalyzing metabolic reactions
Which amino acid has a side chain that can form a disulfide bond?,0.30,Cysteine,Cysteine
Nucleic acids are composed of monomeric units known as:,0.20,Nucleotides,Nucleotides
Which amino acid has a side chain that can form a disulfide bond?,0.30,Cysteine,Cysteine
Which amino acid has a side chain that can form a disulfide bond?,0.30,Cysteine,Cysteine
Which amino acid has a side chain that can form a disulfide bond?,0.30,Serine,Cysteine
Which amino acid has a side chain that can form a disulfide bond?,0.30,Serine,Cysteine
Which amino acid has a side chain that can form a disulfide bond?,0.30,Serine,Cysteine
Nucleic acids are composed of monomeric units known as:,0.20,Nucleotides,Nucleotides
Nucleic acids are composed of monomeric units known as:,0.20,Nucleotides,Nucleotides
Nucleic acids are composed of monomeric units known as:,0.20,Nucleotides,Nucleotides
Nucleic acids are composed of monomeric units known as:,0.20,Nucleotides,Nucleotides
Nucleic acids are composed of monomeric units known as:,0.20,Nucleotides,Nucleotides
Nucleic acids are composed of monomeric units known as:,0.20,Nucleotides,Nucleotides
Which of the following best describes an enzyme's function?,0.20,Changes the equilibrium position of a reaction,Decreases the activation energy of a reaction
Which of the following best describes an enzyme's function?,0.20,Changes the equilibrium position of a reaction,Decreases the activation energy of a reaction
